ley,articulo,texto
1183,Artículo 212,"El juzgado llamará por edictos a quienes tengan interés en reclamar contra la comunidad, para que comparezcan en el término perentorio de treinta días a deducir sus acciones. El edicto se publicará durante quince días consecutivos en uno de los diarios de la jurisdicción del juzgado.Los interesados que no comparezcan dentro del término sólo tendrán acción sobre los bienes propios del deudor."
1183,Artículo 213,"Los efectos de la disolución de la comunidad se producirán entre los cónyuges desde el día de la resolución que la declare y, respecto de terceros, desde el día que ésta haya sido inscripta."
1183,Artículo 214,"Terminado el inventario y publicados los edictos, se pagarán los créditos reconocidos en juicio que hubiere contra el fondo común, se devolverá a cada cónyuge lo que introdujo en la comunidad y los gananciales se dividirán entre los consortes en partes iguales. Si hubiere pérdida, el importe de ésta se deducirá del haber de cada consorte en proporción a las utilidades que debían corresponderles, y si sólo uno aportó capital, de éste se deducirá la pérdida total."
1183,Artículo 215,"Disuelta la comunidad, el esposo o sus herederos restituirán a la mujer los bienes de ella en el estado en que se encontraren, dentro de los treinta días si fueran inmuebles o muebles no fungibles que tuvieren en su poder; y de los ciento ochenta días cuando se tratare de dinero, de cosas fungibles, o del valor de los bienes propios de la mujer que no se hallaren en poder del marido o de la sucesión de éste."
1183,Artículo 216,"Cuando los acreedores hubiesen deducido ejecución sobre los bienes gananciales por deudas a cargo de uno solo de los cónyuges, corresponderá al otro como bien propio la mitad del valor del bien enajenado. CAPITULO XDE LA UNION DE HECHO"
1183,Artículo 217,"La unión extramatrimonial, pública y estable, entre personas con capacidad para contraer matrimonio, producirá los efectos jurídicos previstos en este Capítulo."
1183,Artículo 218,"Es válida la obligación contraída por el concubino de pasar alimentos a su concubina abandonada, durante el tiempo que ella los necesite. Si medió seducción, o abuso de autoridad de parte de aquél, podrá ser compelido a suministrarle una indemnización adecuada, cualquiera sea el tiempo que haya durado la unión extramatrimonial."
1183,Artículo 219,"Serán válidas las estipulaciones de ventajas económicas concertadas por los concubinos entre sí, o contenidas en disposiciones testamentarias, salvo lo dispuesto por este Código sobre la legítima de los herederos forzosos."
1183,Artículo 220,"La unión concubinaria, cualquiera sea el tiempo de su duración, podrá dar lugar a la existencia de una sociedad de hecho, siempre que concurran los requisitos previstos por este Código para la existencia de esta clase de sociedad. Salvo prueba contraria, se presumirá que existe sociedad toda vez que las relaciones concubinarias hayan durado más de cinco años."
1183,Artículo 221,"La sociedad de hecho formada entre concubinos se regirá, en lo pertinente, por las disposiciones que regulan la comunidad de bienes matrimoniales. El carácter de comunes que revistan los bienes que aparezcan registrados como pertenecientes a uno solo de los concubinos, no podrá ser opuesto en perjuicio de terceros acreedores."
1183,Artículo 222,El concubino responde ante los terceros por las compras para el hogar que haga la concubina con mandato tácito de aquél.
1183,Artículo 223,"El supérstite en las uniones de hecho, gozará de los mismos derechos a las jubilaciones, pensiones e indemnizaciones debidas al difunto que corresponderían al cónyuge."
1183,Artículo 224,La unión de hecho que reúna los requisitos de este Capítulo dará derechos a la liquidación de los bienes comunes. CAPITULO XIDE LA FILIACIONSECCION IDE LOS HIJOS MATRIMONIALES
1183,Artículo 225,"Son hijos matrimoniales:a) los nacidos después de ciento ochenta días de la celebración del matrimonio, y dentro de los trescientos siguientes a su disolución o anulación, si no se probase que ha sido imposible al marido tener acceso con su mujer en los primeros veinte días de los trescientos que hubieren precedido al nacimiento; b) los nacidos de padres que al tiempo de la concepción podían casarse y que hayan sido reconocidas antes, en el momento de la celebración del matrimonio de sus padres, o hasta sesenta días después de ésta. La posesión de estado suple este reconocimiento; c) los que nacieren después de ciento ochenta días del casamiento válido o putativo de la madre y los que nacieren dentro de los trescientos días contados desde que el matrimonio válido o putativo fue disuelto por muerte del marido o porque fuese anulado; y d) los nacidos dentro los ciento ochenta días de la celebración del matrimonio, si el marido, antes de casarse, tuvo conocimiento del embarazo de su mujer, o si consintió que se lo anotara como hijos suyos en el Registro del Estado Civil, o si de otro modo los hubiere reconocido expresa o tácitamente."
1183,Artículo 226,"Los hijos nacidos después de la reconciliación y cohabitación de los esposos separados por sentencia judicial son matrimoniales, salvo prueba en contrario.Los hijos concebidos durante el matrimonio putativo serán considerados matrimoniales. Los concebidos antes de éste, pero nacidos después, son también matrimoniales."
1183,Artículo 227,"Si disuelto o anulado el matrimonio, la mujer contrajere otro antes de los trescientos días, el hijo que naciere antes de transcurridos ciento ochenta días desde la celebración del segundo matrimonio, se presumirá concebido en el primero siempre que naciere dentro de los trescientos días de disuelto o anulado el primer matrimonio."
1183,Artículo 228,"Se presumirá concebido en el segundo matrimonio el hijo que naciere después de los cientos ochenta días de su celebración, aunque esté dentro de los trescientos días posteriores a la disolución o anulación del primero.La presunción establecida en este artículo y el precedente no admite prueba en contrario."
1183,Artículo 229,"El hijo nacido dentro de los trescientos días posteriores a la disolución del matrimonio de la madre, se presume concebido en éste, aunque la madre o alguien que invoque la paternidad, lo reconozcan por hijo extramatrimonial. SECCION IIDE LOS HIJOS EXTRAMATRIMONIALES Y SU RECONOCIMIENTO"
1183,Artículo 230,"Son hijos extramatrimoniales los concebidos fuera del matrimonio, sea que sus padres hubiesen podido casarse al tiempo de la concepción, sea que hubiesen existido impedimentos para la celebración del matrimonio."
1183,Artículo 231,"El reconocimiento de los hijos extramatrimoniales puede hacerse ante el oficial del Registro del Estado Civil, por escritura pública, ante el juez o por testamento.Es irrevocable y no admite condiciones ni plazos. Si fuere hecho por testamento, surtirá sus efectos aunque éste sea revocado."
1183,Artículo 232,"Los hijos extramatrimoniales pueden ser reconocidos conjunta o separadamente por su padre y su madre. En este último caso, quien reconozca al hijo, no podrá declarar el nombre de la persona con quien lo tuvo."
1183,Artículo 233,"El hijo extramatrimonial reconocido voluntariamente por sus padres, o judicialmente, llevará el apellido de éstos. SECCION IIIDE LA ACCION DE FILIACION"
1183,Artículo 234,"Los hijos tienen acción para ser reconocidos por sus padres. Esta acción es imprescriptible e irrenunciable. En la investigación de la paternidad o la maternidad, se admitirán todas las pruebas aptas para probar los hechos.No habiendo posesión de estado, este derecho sólo puede ser ejercido durante la vida de sus padres.La investigación de la maternidad no se admitirá cuando tenga por objeto atribuir el hijo a una mujer casada, salvo que éste hubiera nacido antes del matrimonio."
1183,Artículo 235,"La posesión de estado de hijo se establece por la existencia de hechos que indican las relaciones de filiación o parentesco, como ser:a) que se haya usado el apellido de la persona de quien se pretende ser hijo;b) que aquella le haya dispensado el trato de hijo, y éste a su vez lo haya tratado como padre o madre; yc) que haya sido considerado como tal por la familia o la sociedad."
1183,Artículo 236,"El marido podrá desconocer al hijo concebido durante el matrimonio en los siguiente casos:a) si durante el tiempo transcurrido entre el período máximo y el mínimo de la duración del embarazo se hallaba afectado de impotencia o esterilidad;b) si durante dicho período vivía legalmente separado de su mujer, aun por efecto de una medida judicial precautoria, salvo que haya habido entre los cónyuges cohabitación, aunque sea temporal; yc) si en ese período la mujer ha cometido adulterio y ocultado al marido su embarazo y el nacimiento del hijo. Podrá el marido probar, además, cualquier otro hecho que excluya su paternidad."
1183,Artículo 237,"Mientras viva el marido, sólo a él compete el ejercicio de la acción de desconocimiento de la paternidad del hijo concebido o nacido durante el matrimonio. Si el marido fuere declarado interdicto, la acción de desconocimiento no podrá ser ejercida por su curador sino con autorización del juez, con audiencia del Ministerio Fiscal de Menores.Si el curador no hubiere intentado la acción y el marido dejare de estar interdicto, podrá deducirlo en el plazo establecido en el artículo siguiente."
